,Model,Source,Split,Dataset,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,num_nonzero_coefs,prot_length
711,ESM-2 650M,cellular,Site Split,B3VI55_LIPSTSTABLE,2,0.364469896767611,0.6456163795647214,0.8004584574906003,0.2572617638009032,0.6881519742775948,0.8473926404556201,0.6438970403057983,0.5462920062681268,94,439
712,ESM-2 650M,cellular,Site Split,B3VI55_LIPSTSTABLE,3,0.3732114729232403,0.6309414827959825,0.7877066150857543,0.2164378198985319,0.717934439209667,0.8960657015144311,0.6511367945174283,0.537661798836401,99,439
713,ESM-2 650M,cellular,Site Split,B3VI55_LIPSTSTABLE,4,0.349951791601686,0.653639374083598,0.8083049813343254,0.2615800975249434,0.69112000146171,0.8496039870791166,0.6332866471993832,0.5814487876805676,75,439
714,ESM-2 650M,cellular,Site Split,B3VI55_LIPSTSTABLE,5,0.343092304413688,0.6538397622174323,0.8086239007304517,0.2153608350371387,0.7215823136826623,0.8929529695948861,0.6318156169018981,0.5027645610709168,68,439
715,ESM-2 650M,cellular,Site Split,PABP_YEAST_Fields2013_singles,1,0.8157075722131336,0.3233019962081984,0.4279173664755853,-0.1037939195766284,0.8198485747487048,1.051819144929914,0.87103666416593,0.3922258156450193,212,577
716,ESM-2 650M,cellular,Site Split,PABP_YEAST_Fields2013_singles,2,0.8511481883116377,0.2933897808742339,0.3748873907586701,0.4127349291728324,0.6362103546963112,0.8423195298746073,0.8925947706429721,0.6591948396888635,262,577
717,ESM-2 650M,cellular,Site Split,PABP_YEAST_Fields2013_singles,3,0.7772271463413838,0.3690181852057133,0.4813240421192572,0.3155806629583428,0.5914746674396283,0.7472772459373951,0.8704043992376351,0.4779624909135786,163,577
718,ESM-2 650M,cellular,Site Split,PABP_YEAST_Fields2013_singles,4,0.6169585531021462,0.4866822846058041,0.6172518068698803,0.4303964140358496,0.6343532516636499,0.7574349589736408,0.7807061763074511,0.6763416892424815,69,577
719,ESM-2 650M,cellular,Site Split,PABP_YEAST_Fields2013_singles,5,0.7907500630416793,0.3392373818107158,0.4533086927646495,0.1577826896336002,0.7553278923202636,0.9255858517207493,0.8543338350357025,0.4401272247179452,191,577
720,ESM-2 650M,cellular,Site Split,AMIE_PSEAE_Whitehead,1,0.3823303021930977,0.6021474407407201,0.7959290311624974,0.3269379001238288,0.6006110493428275,0.7767775031059583,0.6580238190046016,0.5682191359283363,90,346
721,ESM-2 650M,cellular,Site Split,AMIE_PSEAE_Whitehead,2,0.4022911997385591,0.5949022868068612,0.7835784273524664,0.1294929550037302,0.6658161713195078,0.8693487545308209,0.6736142765733487,0.3894634277710719,91,346
722,ESM-2 650M,cellular,Site Split,AMIE_PSEAE_Whitehead,3,0.3602961370215518,0.6058640924941051,0.797300858812654,0.3129444531374582,0.641742429345985,0.831746583788293,0.6295450363613186,0.6093436657718956,76,346
723,ESM-2 650M,cellular,Site Split,AMIE_PSEAE_Whitehead,4,0.3414710755635229,0.6213776120781979,0.8138428781531447,0.2337451005538019,0.6568669795310572,0.8604271135456252,0.6166780642148421,0.5148111305881029,64,346
724,ESM-2 650M,cellular,Site Split,AMIE_PSEAE_Whitehead,5,0.3870864237701598,0.5973967438724259,0.788238171644289,0.1558449911156495,0.6745906412870579,0.8890052138071088,0.6573511806525849,0.4397087127395538,77,346
725,ESM-2 650M,cellular,Site Split,UBE4B_MOUSE_Klevit2013_singles,1,0.2516066084029132,0.652906492061528,0.8740165237940795,0.1213902489826451,0.6588643696040221,0.8912627769140931,0.5301141318322591,0.3069744712138202,32,1173
726,ESM-2 650M,cellular,Site Split,UBE4B_MOUSE_Klevit2013_singles,2,0.2724442592366264,0.6319848931340254,0.8588232192349401,0.2161010186214353,0.6643152917274021,0.8624684920664143,0.5354978749133864,0.4368409472838971,31,1173
727,ESM-2 650M,cellular,Site Split,UBE4B_MOUSE_Klevit2013_singles,3,0.1222357505946294,0.6983148981891762,0.9332798317085628,0.1069091299507458,0.7224655972860772,0.9582522603868248,0.3849104224255005,0.4193188731220633,10,1173
728,ESM-2 650M,cellular,Site Split,UBE4B_MOUSE_Klevit2013_singles,4,0.2346357128211077,0.644599443168272,0.8743976556120772,0.1395743020400602,0.6932492006029808,0.9277129938779112,0.5049389674862591,0.4183655150285136,31,1173
729,ESM-2 650M,cellular,Site Split,UBE4B_MOUSE_Klevit2013_singles,5,0.2186611980350737,0.6574986181719185,0.8815945796946247,0.0952035787854864,0.7058604211123606,0.9608741887651994,0.4958438089269215,0.3406447503311034,23,1173
730,ESM-2 650M,cellular,Site Split,BRCA1_HUMAN_BRCT,1,0.5252733880359051,0.5017333260265715,0.6830110449125637,0.3915407647976598,0.6132696948428298,0.8059404882907908,0.6124728415590628,0.4803276578542795,86,1863
731,ESM-2 650M,cellular,Site Split,BRCA1_HUMAN_BRCT,2,0.5844185323672749,0.4887525372348494,0.658000442699758,0.2226157898338712,0.5913631770121892,0.8046977408596363,0.6304060604364458,0.498628547071582,112,1863
732,ESM-2 650M,cellular,Site Split,BRCA1_HUMAN_BRCT,3,0.3690118591156756,0.5935502774490109,0.7916343512854764,0.4302932371008289,0.5710081158064949,0.7647502177180486,0.5271874016654875,0.5234482554172639,25,1863
733,ESM-2 650M,cellular,Site Split,BRCA1_HUMAN_BRCT,4,0.4469166703793387,0.5338441949953102,0.7186345277026264,0.4232138064615475,0.625797412529873,0.8442486882612458,0.5383243208585585,0.6321282757809222,51,1863
734,ESM-2 650M,cellular,Site Split,BRCA1_HUMAN_BRCT,5,0.6088503225622973,0.4521641222079366,0.6187610849346968,0.3274574001286454,0.660430348150462,0.8503123282460747,0.6314993124297745,0.5068318332345456,137,1863
735,ESM-2 650M,cellular,Site Split,BG_STRSQ_hmmerbit,1,0.4436992348283229,0.5492541596098187,0.7428076874536885,0.2909509172647038,0.6368777327996747,0.8533993480281028,0.6634566760858049,0.5788427193084698,92,501
736,ESM-2 650M,cellular,Site Split,BG_STRSQ_hmmerbit,2,0.4489592947949059,0.5583741548973223,0.7463007374242302,0.3475042287076271,0.5854668840762777,0.7894917744898534,0.668046438226324,0.5853249128381888,110,501
737,ESM-2 650M,cellular,Site Split,BG_STRSQ_hmmerbit,3,0.4427504672983609,0.559386827954855,0.750294737296795,0.3479937934981459,0.6146317746170865,0.7908205737209292,0.6617138559683061,0.5908380163312301,94,501
738,ESM-2 650M,cellular,Site Split,BG_STRSQ_hmmerbit,4,0.534866216337424,0.5126206895350137,0.6861029472614516,0.3473739283590825,0.5855803686010345,0.7839949664190345,0.7168817898579227,0.5543539202079594,223,501
739,ESM-2 650M,cellular,Site Split,BG_STRSQ_hmmerbit,5,0.4295439586503663,0.5579076833876158,0.750674276650451,0.4288960232436891,0.5899752950950153,0.7720994495349787,0.6577311659758479,0.6672931164987512,107,501
740,ESM C 600M,viral,Pooled Split,EV_REP_Bakhache,1,0.1900828379305944,0.760630554228887,0.8988378680713731,0.1607364871560942,0.7788585982993785,0.9206287744276322,0.4300951449584781,0.3973980710870588,333,1331
741,ESM C 600M,viral,Pooled Split,EV_REP_Bakhache,2,0.1871751115052767,0.7628834956080923,0.9009175539090474,0.1613883818013638,0.7769864597057601,0.9183948284100744,0.4280903893971931,0.3945491451008743,343,1331
742,ESM C 600M,viral,Pooled Split,EV_REP_Bakhache,3,0.1895653382707639,0.7643819190727543,0.9023430520135955,0.1603001255077994,0.7677895659819021,0.9074026268037004,0.4319889352670616,0.3879952203516641,341,1331
743,ESM C 600M,viral,Pooled Split,EV_REP_Bakhache,4,0.1873101760188641,0.7656378409432294,0.9026332117031988,0.1606459462002283,0.7698637951209147,0.9113357405163977,0.4260787434702631,0.397388720688422,318,1331
744,ESM C 600M,viral,Pooled Split,EV_REP_Bakhache,5,0.1834729405145988,0.7642557445373648,0.9039109911951988,0.1752143543223767,0.7713742822159791,0.90698674058341,0.4240504960525952,0.4116736264459837,329,1331
745,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_abundance_Wu,1,0.4244220733962723,0.5982779880184724,0.7472980138626563,0.321272417183702,0.6951504374881148,0.8714831769069143,0.67358912620528,0.5717283094089449,341,316
746,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_abundance_Wu,2,0.433298926426417,0.6010640964591771,0.7494590593264737,0.3296763207078695,0.6630885628413186,0.832443047475714,0.672826469764466,0.5928569853842229,371,316
747,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_abundance_Wu,3,0.424839363922445,0.6052174994662012,0.7570932547127599,0.3149189125909045,0.6742745351891943,0.83333281924122,0.6726946050454174,0.5608072613805013,344,316
748,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_abundance_Wu,4,0.4377651742023737,0.6009352033311436,0.7522710840253899,0.3193466753455539,0.653205275519108,0.8138075252822236,0.6779625494816859,0.584914672170716,369,316
749,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_abundance_Wu,5,0.4398063667271772,0.5960640906330242,0.7452957466981359,0.3426111419962565,0.6500478753939758,0.8243659787822981,0.6816679446459023,0.6135635610483435,394,316
750,ESM C 600M,viral,Pooled Split,CVB3_3D_Alvarez,1,0.3451452663839427,0.666705959033742,0.8113138941170944,0.2878646154536373,0.695180786688128,0.8350648953571747,0.6344040177290419,0.5770107407136882,321,462
751,ESM C 600M,viral,Pooled Split,CVB3_3D_Alvarez,2,0.3403710948849653,0.6665545584704317,0.8116023992776359,0.3182016884533483,0.6848433042311236,0.828008237387788,0.629143234713767,0.6033272312792259,303,462
752,ESM C 600M,viral,Pooled Split,CVB3_3D_Alvarez,3,0.3400050033628968,0.6713126417621108,0.8157637691017111,0.3250996216082172,0.6658857658486329,0.8075492191895547,0.6288070285128777,0.6105078915356928,325,462
753,ESM C 600M,viral,Pooled Split,CVB3_3D_Alvarez,4,0.3468650473535375,0.6594892978081887,0.8042096962673293,0.2925147049601593,0.7085385500000776,0.8571910191134755,0.6330043254313997,0.5863553225314653,317,462
754,ESM C 600M,viral,Pooled Split,CVB3_3D_Alvarez,5,0.3401732139012243,0.6696543153175296,0.8149956035493743,0.3188947121096245,0.6731773199386988,0.8139100357116758,0.6286331928623061,0.611545311907176,317,462
755,ESM C 600M,viral,Pooled Split,SARS2_RBD_binding_Starr,1,0.6699916383166027,0.4202881745330181,0.5738415715965698,0.5509250260008072,0.4787224940115771,0.6729997665316759,0.699150246846764,0.6530617384739806,429,1273
756,ESM C 600M,viral,Pooled Split,SARS2_RBD_binding_Starr,2,0.6681485701213343,0.4163791549902355,0.5693260149256194,0.5694307046920298,0.4917788418207463,0.6853841341868615,0.6948950358295506,0.6389724310661752,414,1273
757,ESM C 600M,viral,Pooled Split,SARS2_RBD_binding_Starr,3,0.6392729894205483,0.4397130260776676,0.6023375369039627,0.5051477188219804,0.5072072927424682,0.6952795545070034,0.6791562815172039,0.6290914320480208,325,1273
758,ESM C 600M,viral,Pooled Split,SARS2_RBD_binding_Starr,4,0.6697750108800908,0.4116803158684698,0.5676405152196282,0.5509811081797229,0.4997036371677915,0.7004902728352771,0.6950393245989342,0.678203861843197,397,1273
759,ESM C 600M,viral,Pooled Split,SARS2_RBD_binding_Starr,5,0.6478397217256319,0.4263638952920273,0.5881681067302128,0.5702793040744794,0.4895619002877734,0.6776244893776486,0.6882760964352719,0.6373513606587056,368,1273
760,ESM C 600M,viral,Pooled Split,IAV_H3_NP_Doud,1,0.4344077100131249,0.5833068522306717,0.7471360453585746,0.3341673395984665,0.6519580642877429,0.8364413379034699,0.6363349027557309,0.5539071564436308,756,498
761,ESM C 600M,viral,Pooled Split,IAV_H3_NP_Doud,2,0.424615452723964,0.5925057739219042,0.757096890342886,0.2919875354490341,0.6462187803391193,0.8473837823019691,0.6313232200537311,0.53950937676433,693,498
762,ESM C 600M,viral,Pooled Split,IAV_H3_NP_Doud,3,0.4359252918334497,0.5856196971317464,0.7516436945603331,0.3015473215999197,0.6462630603349367,0.8330394425890219,0.6392940616379628,0.5397610982887151,749,498
763,ESM C 600M,viral,Pooled Split,IAV_H3_NP_Doud,4,0.4451413899545181,0.5803141317597226,0.7438181487469993,0.3055776056863218,0.6500236613614444,0.8380897600017154,0.6514069251807177,0.5409865304647871,801,498
764,ESM C 600M,viral,Pooled Split,IAV_H3_NP_Doud,5,0.4268436770837329,0.5933800968027408,0.7575634373982997,0.3313866750697539,0.6315543613902598,0.8154902370863013,0.6359935058690569,0.5394667698666378,704,498
765,ESM C 600M,viral,Pooled Split,SARS2_MRPO_Flynn,1,0.2405636193524034,0.7499311820413331,0.8688573319950343,0.1840607530683051,0.7924734591101931,0.9136541562068724,0.4787642507894872,0.4319507306292555,76,306
766,ESM C 600M,viral,Pooled Split,SARS2_MRPO_Flynn,2,0.2354455284771547,0.7566661716854016,0.8745400282754341,0.1940780693799678,0.7762159350531292,0.8970424406703551,0.481675966170232,0.4130540682057884,76,306
767,ESM C 600M,viral,Pooled Split,SARS2_MRPO_Flynn,3,0.24107904764409,0.7510046357839988,0.86870893122347,0.2230241441081388,0.771934826203321,0.8911889046296241,0.4816828315173736,0.4612767453858928,74,306
768,ESM C 600M,viral,Pooled Split,SARS2_MRPO_Flynn,4,0.2346105964624031,0.7642954968311176,0.879010415753061,0.2207941982991241,0.7460387364625941,0.8647769422068975,0.4732012176439165,0.4562975772222034,71,306
769,ESM C 600M,viral,Pooled Split,SARS2_MRPO_Flynn,5,0.2426011135487951,0.7550209946873754,0.8725497355386728,0.1999170065168052,0.7597180234983237,0.8850967139880555,0.4792206624686608,0.4381462481521678,76,306
770,ESM C 600M,viral,Pooled Split,IAV_H3_HA_Lee,1,0.4748403432623436,0.5818836731048664,0.7229521961500635,0.372458715352663,0.6372359165372752,0.7996791660671267,0.7078585995343488,0.6200621469014347,706,566
771,ESM C 600M,viral,Pooled Split,IAV_H3_HA_Lee,2,0.4758313732783507,0.5806246297136572,0.7237212348466899,0.3620868067774319,0.6489253299856398,0.7998173181903184,0.7083867650300434,0.6200585937620163,727,566
772,ESM C 600M,viral,Pooled Split,IAV_H3_HA_Lee,3,0.4709385223332794,0.5828830900627762,0.725482326402044,0.3693804227549427,0.6447486328637724,0.8022776368745178,0.703140229234338,0.6287365244887426,706,566
773,ESM C 600M,viral,Pooled Split,IAV_H3_HA_Lee,4,0.478088603034163,0.5802142622808634,0.722149891163607,0.3957776946301533,0.6238580775221151,0.7782861099597147,0.708956687332497,0.640661519335306,758,566
774,ESM C 600M,viral,Pooled Split,IAV_H3_HA_Lee,5,0.4755576756839369,0.5794979816791302,0.7238236857413272,0.3788021824540262,0.6375985879075418,0.7897208370812271,0.7066769734752363,0.6452353199279585,736,566
775,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Doud,1,0.4018244572315667,0.6296841713133187,0.7736876717717354,0.326481481291404,0.6603755669470917,0.8195141841263459,0.6538246868774924,0.6084541039864733,475,565
776,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Doud,2,0.4060971019054191,0.6287943901042944,0.7742680913838419,0.3418859015267731,0.6460210286369688,0.7952938862769598,0.6570735586829946,0.6024650692977898,503,565
777,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Doud,3,0.3891714547286834,0.6372044168218073,0.7820448653501563,0.3448853761898773,0.6558709710298839,0.8072538428885205,0.6465473452749565,0.6080836339181389,462,565
778,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Doud,4,0.4048767690552092,0.6270387209560297,0.7725857788002559,0.3280500750764947,0.6633541800724775,0.8147963508040529,0.6562830873485499,0.5933227442451713,499,565
779,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Doud,5,0.4013088502082542,0.6271087017068789,0.7724200042066749,0.3214653153908159,0.6753690093873127,0.8292630098954632,0.6554210671057312,0.5853410452403545,483,565
780,ESM C 600M,viral,Pooled Split,SARS2_PRD0038_RBD_Starr,1,0.5157425659860291,0.5150061315861887,0.7039533924452086,0.4242935569737668,0.5189752545340586,0.7215714491577799,0.5769361709241371,0.5219465446496152,165,200
781,ESM C 600M,viral,Pooled Split,SARS2_PRD0038_RBD_Starr,2,0.5023024394618281,0.5080780192652143,0.6969538267587422,0.4594950097833852,0.546076420263253,0.7687035178271008,0.5600575279678964,0.5746096905870242,155,200
782,ESM C 600M,viral,Pooled Split,SARS2_PRD0038_RBD_Starr,3,0.5148690105375368,0.5156125966627916,0.7027181668764148,0.4605865627606286,0.5107961473614955,0.7063064820287965,0.580662085824185,0.5486857893838654,173,200
783,ESM C 600M,viral,Pooled Split,SARS2_PRD0038_RBD_Starr,4,0.507029256696476,0.5089994937831153,0.6997925488584559,0.4367731563445464,0.5641633468057475,0.7603352187770636,0.5678525518599026,0.5354296814342984,158,200
784,ESM C 600M,viral,Pooled Split,SARS2_PRD0038_RBD_Starr,5,0.5105537946665366,0.5106629857310494,0.7001864494334592,0.407434131659276,0.5522285155300817,0.7672160251642731,0.5695120142584894,0.5319056977085878,161,200
785,ESM C 600M,viral,Pooled Split,IAV_H1_NP_Doud,1,0.3125717495622404,0.6551368076858582,0.8293427397081496,0.1738270315567519,0.7145004613954772,0.9079324842710276,0.5666333054903306,0.4580934556666347,596,498
786,ESM C 600M,viral,Pooled Split,IAV_H1_NP_Doud,2,0.3092548371829001,0.6572267855131395,0.8283270765161771,0.186636139070672,0.7117560416812013,0.9130483774063416,0.5651022410512541,0.445973418037346,556,498
787,ESM C 600M,viral,Pooled Split,IAV_H1_NP_Doud,3,0.3298741667110511,0.6497900676288281,0.8206740655994655,0.1255076119040375,0.7138456276431148,0.9252212484697554,0.5869176045300781,0.4258854501309331,662,498
788,ESM C 600M,viral,Pooled Split,IAV_H1_NP_Doud,4,0.3218403824514333,0.6538303798551992,0.8258084717751879,0.1609483192703924,0.706084957970455,0.9056338166027328,0.574479091435348,0.4580980322900675,651,498
789,ESM C 600M,viral,Pooled Split,IAV_H1_NP_Doud,5,0.3025204440455219,0.6608474807819124,0.8356769927468989,0.1878819640175918,0.7163780546180156,0.8989011555452813,0.5596100244923977,0.4488579253007702,535,498
790,ESM C 600M,viral,Pooled Split,HIV1_BF520_ENV_Haddox,1,0.3908023683817926,0.62120978007291,0.7787154313242989,0.3649066922607346,0.6419592506659677,0.8041520609530584,0.6484753361253351,0.625850038962002,106,852
791,ESM C 600M,viral,Pooled Split,HIV1_BF520_ENV_Haddox,2,0.3865682828105169,0.6257440466935849,0.7831311913418554,0.3830146636926791,0.6242248651753535,0.7858072395187128,0.6455490146197,0.6347754941053482,117,852
792,ESM C 600M,viral,Pooled Split,HIV1_BF520_ENV_Haddox,3,0.3933127452965403,0.6208905942875768,0.7780725578465086,0.3632818619101386,0.6420596434770826,0.8012564436657318,0.6499488052217066,0.6256055693787919,105,852
793,ESM C 600M,viral,Pooled Split,HIV1_BF520_ENV_Haddox,4,0.3886969306768647,0.6228725682306728,0.7811680260532846,0.3715322232136383,0.6362403645448779,0.795529573248793,0.6451579095716103,0.6366254896540643,106,852
794,ESM C 600M,viral,Pooled Split,HIV1_BF520_ENV_Haddox,5,0.3917850020912161,0.6251649013408258,0.7825485631045895,0.3523848527534265,0.6291930536156531,0.7933588511435581,0.6483026673158778,0.6168386688825606,99,852
795,ESM C 600M,viral,Pooled Split,SARS2_BA1_SPIKE_Dadonaite,1,0.3372583844481578,0.6547461492877445,0.8157904246159902,0.235090502160856,0.699060996857896,0.8670507828791417,0.5336116348329696,0.4492232390420625,537,1249
796,ESM C 600M,viral,Pooled Split,SARS2_BA1_SPIKE_Dadonaite,2,0.3303170283377376,0.654663178740952,0.8159834543984599,0.2154773680825921,0.7127476408056238,0.895580478609327,0.5223302215227483,0.4441296829084712,501,1249
797,ESM C 600M,viral,Pooled Split,SARS2_BA1_SPIKE_Dadonaite,3,0.3328387585619493,0.6542955559837293,0.8176018530966108,0.2369055282174746,0.6962510773882286,0.8700620081886544,0.5266923537773336,0.4534452279770328,533,1249
798,ESM C 600M,viral,Pooled Split,SARS2_BA1_SPIKE_Dadonaite,4,0.3287684759887964,0.6577615635580591,0.820934239203967,0.2340279781845644,0.693819646523369,0.8680650864161205,0.5238098545582226,0.4481094742559466,485,1249
799,ESM C 600M,viral,Pooled Split,SARS2_BA1_SPIKE_Dadonaite,5,0.3281187944509258,0.6564081136032314,0.8186421607241637,0.2183964549723565,0.7058082109508516,0.8884516252017535,0.5235074124427811,0.4425482903061633,504,1249
800,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_activity_Wu,1,0.4866294871138416,0.6015253216560859,0.7184272080514822,0.4242420150971373,0.6143208044189347,0.7504269525212183,0.6815911638830309,0.6211743755802827,216,316
801,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_activity_Wu,2,0.4815119602891679,0.6017011104273214,0.7196497349509611,0.4122618214651661,0.6375414972454579,0.7681210708919374,0.6759950484744262,0.6245202294771516,200,316
802,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_activity_Wu,3,0.489458584704001,0.6004622431519352,0.7167675454136727,0.4243533767069228,0.6255137026665087,0.748867419058045,0.6874138314824937,0.6282811278889747,209,316
803,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_activity_Wu,4,0.478270616340311,0.6046568986971946,0.7230519520881596,0.4321277693193217,0.6315872691606905,0.7501967833638411,0.6745900932308591,0.6368537962540268,213,316
804,ESM C 600M,viral,Pooled Split,SARS2_PLPRO_activity_Wu,5,0.4859663678573364,0.6016192823539491,0.7186190011982235,0.471180679406124,0.5959475480326579,0.7200935000231162,0.6835310230028263,0.6681351577067033,224,316
805,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Wu,1,0.0480215885626448,0.4571176742732215,1.0025953614934056,-0.0038334318582726,0.4679144077878615,0.882301593788802,0.2990844328394967,0.19661922689118,50,565
806,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Wu,2,0.0278584519732491,0.4314391893776914,0.8327289737172174,0.0009955808350843,0.520486818140126,1.4602960623680008,0.2136227255830001,0.2235416087851318,15,565
807,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Wu,3,0.0858267105443801,0.4409448381082574,0.9458693110403328,0.0133689806630723,0.4822273326709668,1.0347477314086464,0.3433756523421403,0.2279319355933573,114,565
808,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Wu,4,0.0217314250359551,0.4499323987505092,0.9996150959530936,0.0089879614627318,0.4862850345947039,0.9512819974775664,0.2369471304586566,0.1637142597881521,19,565
809,ESM C 600M,viral,Pooled Split,IAV_H1_HA_Wu,5,0.0151963446070624,0.4573436827820968,1.010315287334003,0.0119365351625908,0.4665992884142688,0.9181557374781004,0.199014095929365,0.2455435644442493,11,565
810,ESM C 600M,viral,Pooled Split,IAV_NA_Jiang,1,0.6724712733491331,0.4411909986629906,0.5774670437698048,0.4684811028031314,0.5822845472724553,0.7003706221280789,0.7906979538809858,0.6576826896360102,75,453
811,ESM C 600M,viral,Pooled Split,IAV_NA_Jiang,2,0.5731040029300076,0.4741955241995996,0.6189787058062479,0.3786883654696743,0.7282271251846182,0.9226190013928371,0.7168831411596471,0.6310086135037511,49,453
